genre,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
pop,Mario,Let Me Love You,3ibKnFDaa3GhpPGlOUj7ff,74,0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514,256733
pop,Jeremih,Planez,08zJpaUQVi9FrKv2e32Bah,72,0.688,0.556,6,-7.738,1,0.264,0.7,1.87e-06,0.108,0.416,129.336,240320
pop,Dan + Shay,Steal My Love,0vzSAyinyA619ZbrOaAi04,72,0.59,0.633,2,-5.452,1,0.0328,0.619,0.0,0.157,0.751,179.856,162120
pop,Regard,Ride It,2tnVG71enUj33Ic2nFN6kZ,83,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606
pop,Billie Eilish,wish you were gay,3Fj47GNK2kUF0uaEDgXLaD,76,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,221543
pop,Billie Eilish,watch,7eB1V5LvAdxCc7brfGhRRo,79,0.441,0.599,0,-8.985,1,0.225,0.333,0.00198,0.103,0.35,165.212,177523
pop,The Weeknd,Take My Breath,6M3PsepEj5gyJoIi7Xvr7u,81,0.747,0.739,8,-6.008,1,0.0487,0.0106,2.22e-05,0.101,0.523,120.996,220196
pop,My Chemical Romance,I'm Not Okay (I Promise),7lRlq939cDG4SzWOF4VAnd,75,0.21,0.94,9,-3.427,1,0.123,0.00602,0.0,0.269,0.255,179.722,186480
pop,Taylor Swift,The Man,3RauEVgRgj1IuWdJ9fDs70,76,0.777,0.658,0,-5.191,1,0.054,0.0767,0.0,0.0901,0.633,110.048,190360
pop,Jonas Brothers,Like It's Christmas,1OjmlSFuzYflWjSMTCyTJv,75,0.725,0.571,1,-6.007,1,0.102,0.0183,0.0,0.0519,0.61,146.035,200880
pop,Billie Eilish,everything i wanted,2PPNu1qj0gq7MCJOso6Wfj,1,0.704,0.225,6,-14.454,0,0.0994,0.901,0.657,0.106,0.243,120.006,245426
pop,Lil Nas X,TALES OF DOMINICA,5S4PZ7AuYlYiVIVik3wHUf,76,0.742,0.734,8,-5.582,0,0.0407,0.629,0.00314,0.0834,0.541,114.952,146006
pop,Lil Nas X,DEAD RIGHT NOW,3grVoZ10bm2jUGpo7BxpuF,76,0.685,0.717,0,-6.456,0,0.0411,0.101,1.87e-05,0.266,0.549,127.963,221203
pop,Owl City,Good Time,1kPpge9JDLpcj15qgrPbYX,78,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05,205933
pop,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,1MtUq6Wp1eQ8PC6BbPCj8P,72,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,197933
pop,Leona Lewis,Bleeding Love,7wZUrN8oemZfsEd1CGkbXE,77,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,262467
pop,Flo Rida,Wild Ones (feat. Sia),1NpW5kyvO4XrNJ3rnfcNy3,78,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,232947
pop,aespa,Savage,3dbLT62Cvs46Ju7a8gpr36,83,0.727,0.879,9,-1.167,1,0.129,0.124,1.17e-05,0.244,0.671,146.959,238144
pop,Far East Movement,Like A G6,4DvhkX2ic4zWkQeWMwQ2qf,70,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,216893
pop,Darlene Love,Christmas (Baby Please Come Home),46pF1zFimM582ss1PrMy68,73,0.325,0.759,8,-7.146,1,0.053,0.395,0.000362,0.0773,0.36,126.627,166453
pop,iann dior,emotions,5ls62WNKHUUrdF3r1cv83T,75,0.63,0.63,9,-6.211,1,0.0395,0.0131,0.0,0.142,0.163,80.512,131213
pop,khai dreams,Sunkissed,1tD8J13a74q8fBqXwAP50j,74,0.766,0.354,6,-9.486,1,0.0543,0.595,0.0,0.381,0.792,153.902,126464
pop,Christian Leave,Please Notice,36seMHoyXmLUNxcwzwjdF7,75,0.55,0.271,2,-8.451,1,0.0297,0.843,3.21e-06,0.107,0.198,111.344,116667
pop,The Lumineers,Sleep On The Floor,5MMZJtHOiH1RmQSSe3DJdg,69,0.389,0.431,7,-8.061,1,0.0344,0.249,0.0,0.13,0.275,142.14,211851
pop,The Lumineers,Cleopatra,2ToW7zhGCrVrLU4fiKj9U1,69,0.536,0.775,8,-6.765,1,0.0394,0.228,0.000143,0.0947,0.485,151.393,201413
pop,Imagine Dragons,Natural,2FY7b99s15jUprqC0M5NCT,81,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467
pop,OneRepublic,Secrets,1NhPKVLsHhFUHIOZ32QnS2,76,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,224693
pop,will.i.am,Scream & Shout,2iJuuzV8P9Yz0VSurttIV5,79,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,283400
pop,Colbie Caillat,Bubbly,0rFOs9paloAvEtzwDX1Kmc,69,0.697,0.474,9,-6.663,1,0.0351,0.603,0.0,0.11,0.249,127.904,196280
pop,Regina Spektor,Two Birds,2n0U2OG5d6TuW5mKx7YrC0,77,0.546,0.5,0,-8.881,1,0.0379,0.802,0.00108,0.107,0.449,150.92,195840
pop,Justin Bieber,Hold On,4u4NyuceXP7Uzh7XFJKCr1,80,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98,170813
pop,MAX,Butterflies,7eQHxigpuDJjCG50JyzU8v,76,0.7,0.613,11,-4.041,1,0.0408,0.385,0.0,0.0887,0.42,88.084,191250
pop,Tai Verdes,A-O-K,1v3Ozpbcx2B926aVW0UuXk,69,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640
pop,OneRepublic,Sunshine,5r43qanLhUCdBj8HN3fa6B,79,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,163855
pop,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),55n9yjI6qqXh5F2mYvUc2y,79,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,247160
pop,*NSYNC,Bye Bye Bye,62bOmKYxYg7dhrC6gH9vFn,71,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400
pop,Lil Wayne,Feelin' Like Tunechi,4HTY26kzdGCKJF1EqcRd2J,74,0.559,0.532,5,-7.679,0,0.353,0.174,0.0,0.136,0.529,85.843,186060
pop,Lovejoy,The Fall,4HAKeNeh6pY1y0uHyrUyUU,76,0.793,0.48,8,-10.335,0,0.305,0.0102,0.0123,0.153,0.242,132.058,184497
pop,Adele,Remedy,5CjKwY7FUJgKSwTVzoQIaU,70,0.405,0.3,2,-6.475,1,0.0378,0.894,0.0,0.154,0.24,162.355,245427
pop,The Weeknd,After Hours,2p8IUWQDrpjuFltbdgLOag,77,0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959,361027
pop,A$AP Ferg,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",5oady7OSE7dH7LHiqmb3Cr,75,0.737,0.597,7,-7.333,1,0.119,0.292,0.0,0.13,0.449,92.049,222987
pop,Drake,7am On Bridle Path,42m3eP1JJhtzffal9B136J,75,0.724,0.531,5,-4.108,0,0.298,0.225,0.0,0.11,0.141,89.901,239635
pop,Tee Grizzley,First Day Out,3muBQDekYAg7jm6hDu6R0Z,72,0.587,0.711,1,-6.33,1,0.42,0.171,0.0,0.125,0.381,98.008,254694
pop,Gwen Stefani,Hollaback Girl,0LzrhCZFXW94Y8nwtTuRlw,69,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,199853
pop,Roy Woods,Drama (feat. Drake),0PXp9QxBfSKGGpWUNaws2X,75,0.709,0.362,11,-9.814,1,0.055,0.157,0.0,0.109,0.113,122.043,251860
pop,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),4tCtwWceOPWzenK2HAIJSb,78,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,214480
pop,Alex & Sierra,Little Do You Know,1almCHdsfikRPfVB9VrEdT,76,0.5,0.292,0,-8.554,1,0.0323,0.746,0.0,0.188,0.37,145.879,185200
pop,T-Pain,I Like Dat,7KrlNS2VqiNNJ82RMQdxBn,72,0.565,0.491,1,-6.902,1,0.221,0.0049,0.0,0.137,0.337,175.694,242085
pop,Ed Sheeran,Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,79,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154
pop,OneRepublic,Someday,6aDsgHPZsMztSbZernzlF8,80,0.576,0.679,0,-7.237,1,0.034,0.0311,0.0,0.323,0.213,121.005,187889
pop,Baby Bash,Suga Suga,6Nq5lE0CeOAAAqN4qhkbZU,75,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,239027
pop,Avril Lavigne,What the Hell,2z4U9d5OAA4YLNXoCgioxo,75,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,220707
pop,The 1975,Somebody Else,5hc71nKsUgtwQ3z52KEKQk,73,0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045,347520
pop,*NSYNC,"Merry Christmas, Happy Holidays",4v9WbaxW8HdjqfUiWYWsII,70,0.643,0.939,5,-3.967,1,0.0463,0.104,0.0,0.881,0.756,104.999,255307
pop,Justus Bennetts,Bad Day,3wA4ronkc8ZcPXUP0fDgYA,78,0.883,0.713,9,-4.684,1,0.307,0.0125,0.0,0.45,0.855,89.025,108800
pop,Maroon 5,This Love,6ECp64rv50XVz93WvxXMGF,78,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,206200
pop,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),4vUmTMuQqjdnvlZmAH61Qk,79,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989,204467
pop,WizKid,Essence (feat. Justin Bieber & Tems),1mSdbey7RstGLY2udgXv74,77,0.835,0.691,0,-5.828,1,0.113,0.0159,1.44e-05,0.108,0.581,103.999,263289
pop,BTS,Life Goes On,249gnXrbfmV8NG6jTEMSwD,82,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068,207481
pop,Charli XCX,Good Ones,6PZpNMstpIiRenGK5UyG5D,77,0.764,0.672,7,-5.947,0,0.0293,0.072,3.32e-06,0.0806,0.789,129.049,136614
pop,OneRepublic,Apologize,1NrJYpdAi7uosDRPmSYrsG,70,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,208107
pop,Bruno Mars,The Lazy Song,1ExfPZEiahqhLyajhybFeS,72,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,189109
pop,City Girls,Twerkulator,2Ty7EDf9XLYzEUqEIwJfDC,71,0.895,0.469,1,-5.882,1,0.0661,0.0012,4.56e-05,0.192,0.076,126.917,138542
pop,Bruno Mars,Count on Me,7l1qvxWjxcKpB9PCtBuTbU,74,0.589,0.389,0,-5.972,1,0.028,0.851,0.0,0.0772,0.501,89.1,197470
pop,PLVTINUM,Champagne & Sunshine,77U6kcldLRFl9vCfaw11Sr,77,0.607,0.522,5,-10.028,0,0.0704,0.0553,0.0,0.0909,0.265,109.961,196364
pop,George Ezra,Budapest,2ixsaeFioXJmMgkkbd4uj1,78,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,200733
pop,Taylor Swift,my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,74,0.456,0.263,0,-10.63,1,0.0332,0.806,0.0,0.0749,0.111,129.86,255894
pop,Rex Orange County,Corduroy Dreams,02tvc9CFnTyHuSRlGeNv9w,73,0.608,0.305,4,-14.037,1,0.053,0.653,0.0,0.103,0.222,113.818,206975
pop,Rihanna,Take A Bow,3goSVuTt3fDYDP6kRnFwuL,76,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.082,229413
pop,Ashe,Moral of the Story,2nC3QhMI9reBIOWutbU3Tj,77,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,201084
pop,24kGoldn,CITY OF ANGELS,6ap9lSRJ0iLriGLqoJ44cq,75,0.686,0.541,0,-4.993,0,0.0493,0.042,0.0,0.0675,0.724,120.082,112493
pop,Dua Lipa,New Rules,2ekn2ttSfGqwhhate0LSR0,80,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320
pop,Taylor Swift,Don’t Blame Me,1R0a2iXumgCiFb7HEZ7gUE,75,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,236413
pop,Pierce The Veil,King For A Day,1IT0WQk5J8NsaeII8ktdlZ,73,0.403,0.965,6,-2.238,1,0.0964,3.81e-05,0.000276,0.341,0.431,112.363,236293
pop,Summer Walker,Circus,2vdposMtmLoanI0pflut4F,72,0.506,0.601,0,-8.647,0,0.0975,0.638,0.0,0.129,0.648,74.111,132973
pop,Rihanna,We Found Love,6qn9YLKt13AGvpq9jfO8py,76,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227
pop,The Weeknd,Acquainted,7uJH0YdSZL6psjxI6Xy08b,74,0.372,0.478,7,-9.835,0,0.0503,0.482,0.0,0.0844,0.254,101.102,348853
pop,DaniLeigh,Easy,4CMrdHWqic0usIZfTrKoI3,73,0.799,0.301,7,-11.361,1,0.185,0.195,0.0,0.0816,0.511,100.026,186587
pop,dhruv,double take,47isJpIIO8m7BJEhiFhnaf,82,0.456,0.437,8,-11.156,1,0.0867,0.839,0.0,0.218,0.209,108.678,171743
pop,Backstreet Boys,I Want It That Way,47BBI51FKFwOMlIiX6m8ya,80,0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,213307
pop,Briston Maroney,Freakin' Out On the Interstate,0awZwmlC6pxH65KTZpadmX,73,0.45,0.794,4,-5.015,1,0.0538,0.388,0.0,0.303,0.362,143.861,251906
pop,Khalid,OTW,6Hgh47WXVKtXN5zGOu0hjI,74,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26e-05,0.106,0.28,72.989,263014
pop,Jhené Aiko,The Worst,2wBCrtJS3E3TimRZ5MElTI,71,0.539,0.414,1,-9.156,0,0.0601,0.253,1.3e-06,0.143,0.123,94.895,254493
pop,Dominic Fike,3 Nights,1tNJrcVe6gwLEiZCtprs1u,76,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,177667
pop,John Mayer,New Light,4T6FWA703h6H7zk1FoSARw,78,0.826,0.694,7,-7.862,1,0.0315,0.316,0.0285,0.074,0.852,123.932,217427
pop,Sara Bareilles,Love Song,4E6cwWJWZw2zWf7VFbH7wf,74,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,258827
pop,Justin Bieber,Hold On,1nahzW3kfMuwReTka28tH5,79,0.658,0.634,1,-6.068,0,0.0431,0.0104,0.0,0.12,0.302,140.002,170813
pop,Lovejoy,"Oh Yeah, You Gonna Cry?",1jas4QjqGPF9jIYukRMKke,75,0.711,0.696,5,-6.927,0,0.0515,0.00885,2.15e-05,0.0755,0.734,110.904,169643
pop,Kelsea Ballerini,I Quit Drinking,6OcCk1dbAb7XNHsC098oEM,76,0.607,0.418,1,-6.997,1,0.0363,0.394,0.0,0.182,0.386,95.002,171200
pop,BTS,Boy With Luv (feat. Halsey),5KawlOMHjWeUjQtnuRs22c,82,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773
rock,Arctic Monkeys,505,58ge6dfP91o9oXMzq3XkIS,78,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,253587
rock,Walker Hayes,Fancy Like,3ZozFqJJlDBNIm4xqxn2ZD,83,0.649,0.76,1,-6.487,1,0.0574,0.114,0.0,0.317,0.843,80.018,161853
rock,Fleetwood Mac,Dreams - 2004 Remaster,0ofHAoxe9vBkTCp2UQIavz,84,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800
rock,Nirvana,Smells Like Teen Spirit,5ghIJDpPoe3CfHMGu71E6T,78,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920
rock,Cage The Elephant,Cigarette Daydreams,2tznHmp70DxMyr2XhWLOW0,78,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,208760
rock,Foster The People,Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,84,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600
rock,The Killers,Mr. Brightside,7oK9VyNzrYvRFo7nQEYkWN,76,0.356,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.232,148.017,222587
rock,The White Stripes,Seven Nation Army,3dPQuX8Gs42Y7b454ybpMR,84,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,232107
rock,MGMT,Little Dark Age,2Y0iGXY6m6immVb2ktbseM,83,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,299960
rock,Arctic Monkeys,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,85,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124
rock,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,1SV1fxF65n9NhRHp3KlBuu,80,0.774,0.511,11,-8.914,1,0.0319,0.322,0.0,0.0672,0.771,94.736,227653
rock,Fall Out Boy,"Sugar, We're Goin Down",2TfSHkHiFO4gRztVIkggkE,78,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,229093
rock,Journey,Don't Stop Believin',4bHsxqR3GMrXTxEPLuK5ue,82,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,250987
rock,Eagles,Hotel California - 2013 Remaster,40riOy7x9W7GXjyGp4pjAv,83,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376
rock,Arctic Monkeys,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,85,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394
rock,AC/DC,Back In Black,08mG3Y1vljYA6bvDt4Wqkj,84,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493
rock,Fleetwood Mac,The Chain - 2004 Remaster,5e9TFTbltYBg2xThimr0rU,81,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213
rock,Twenty One Pilots,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,84,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333
rock,AC/DC,Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,84,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400
rock,Van Morrison,Brown Eyed Girl,3yrSvpt2l1xhsV9Em88Pul,79,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,183307
rock,Queen,Bohemian Rhapsody - Remastered 2011,7tFiyTwD0nx5a1eklYtX2J,74,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,354320
rock,Radiohead,Creep,70LcF31zb1H0PyJoS1Sx1r,84,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,238640
rock,AC/DC,Thunderstruck,57bgtoPSgt236HzfBOd8kj,83,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880
rock,Creedence Clearwater Revival,Fortunate Son,4BP3uh0hFLFRb5cjsgLqDh,81,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773
rock,Panic! At The Disco,I Write Sins Not Tragedies,4bPQs0PHn4xbipzdPfn6du,75,0.569,0.83,9,-4.106,0,0.14,0.0807,0.0,0.114,0.609,170.094,186635
rock,Chuck Berry,Run Rudolph Run - Single Version,2pnPe4pJtq7689i5ydzvJJ,76,0.681,0.715,7,-10.609,0,0.0912,0.812,9.43e-06,0.0777,0.957,152.132,165733
rock,Dustin Lynch,Thinking 'Bout You (feat. MacKenzie Porter),7DhvNzyMM8jJWcfykG3psB,77,0.403,0.711,8,-4.189,1,0.0569,0.137,0.0,0.109,0.801,203.803,170560
rock,John Lennon,Happy Xmas (War Is Over) - Remastered 2010,27RYrbL6S02LNVhDWVl38b,80,0.321,0.64,2,-10.023,1,0.0324,0.28,0.0,0.718,0.414,146.172,214333
rock,The Beatles,Here Comes The Sun - Remastered 2009,6dGnYIeXmHdcikdzNNDMm2,82,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733
rock,Electric Light Orchestra,Mr. Blue Sky,2RlgNHKcydI9sayD2Df2xp,80,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,303373
rock,TOTO,Africa,2374M0fQpWi3dLnB54qaLX,83,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893
rock,Nirvana,Come As You Are,4P5KoWXOxwuobLmHXLMobV,75,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920
rock,Queen,Don't Stop Me Now - Remastered 2011,7hQJA50XrCWABAu5v6QZ4i,73,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,209413
rock,George Michael,Careless Whisper,4jDmJ51x1o9NZB5Nxxc7gY,84,0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.786,153.119,300107
rock,Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",5W8HXMOMLtXLz0RGKUtnlZ,83,0.664,0.692,1,-4.128,0,0.127,0.237,0.0,0.0798,0.233,154.924,257369
rock,Elvis Presley,Blue Christmas,3QiAAp20rPC3dcAtKtMaqQ,76,0.465,0.27,4,-16.661,1,0.0425,0.9,0.00104,0.145,0.58,94.518,129173
rock,Fleetwood Mac,Landslide,5ihS6UUlyQAfmp48eSkxuQ,77,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493
rock,Kings of Leon,Sex on Fire,0ntQJM78wzOLVeCUAW7Y45,81,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,203347
rock,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",3gdewACMIVMEWVbyb8O9sY,82,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613
rock,Eagles,Take It Easy - 2013 Remaster,4yugZvBYaoREkJKtbG08Qr,76,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211578
rock,The Killers,Mr. Brightside,003vvx7Niy0yvhvHt4a68B,83,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973
rock,The Strokes,The Adults Are Talking,5ruzrDWcT0vuJIOMW7gMnW,79,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053
rock,Lynyrd Skynyrd,Sweet Home Alabama,7e89621JPkKaeDSTQ3avtg,80,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800
rock,Tom Petty,Free Fallin',5tVA6TkbaAH9QMITTQRrNv,78,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,256000
rock,Boston,More Than a Feeling,1QEEqeFIZktqIpPI4jSVSF,78,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133
rock,Blue Öyster Cult,(Don't Fear) The Reaper,5QTxFnGygVM4jFQiBovmRo,76,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,308120
rock,Twenty One Pilots,Ride,2Z8WuEywRWYTKe1NybPQEW,82,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507
rock,Metallica,Enter Sandman (Remastered),3VqHuw0wFlIHcIPWkhIbdQ,74,0.566,0.834,6,-8.412,0,0.0298,0.00277,0.008,0.0625,0.621,123.296,331560
rock,Guns N' Roses,Sweet Child O' Mine,7snQQk1zcKl8gZ92AnueZW,74,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,356067
rock,Fall Out Boy,Centuries,04aAxqtGp5pv12UXAg4pkq,81,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,228360
rock,Red Hot Chili Peppers,Under the Bridge,3d9DChrdc6BOeFsbrZ3Is0,81,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307
rock,Steve Miller Band,The Joker,1bp2IO61zbQrbWNmKKxg3f,75,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504
rock,Ozzy Osbourne,Crazy Train,7ACxUo21jtTHzy7ZEV56vU,77,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,293183
rock,Foo Fighters,Everlong,5UWwZ5lm5PKu6eKsHAGxOk,79,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547
rock,MGMT,Electric Feel,3FtYbEfBqAlGO46NUDQSAt,78,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,229640
rock,Panic! At The Disco,High Hopes,1rqqCSm0Qe4I9rUvWncaom,82,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947
rock,Cage The Elephant,Ain't No Rest for the Wicked,3Pzh926pXggbMe2ZpXyMV7,74,0.636,0.849,0,-7.075,1,0.106,0.0438,0.0,0.372,0.917,156.036,175493
rock,Twenty One Pilots,Heathens,6i0V12jOa3mr6uu4WYhUBr,81,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920
rock,Zac Brown Band,Chicken Fried,0LQtEJt7x0s6knb6RKdRYc,76,0.566,0.713,6,-4.25,1,0.0418,0.645,0.0,0.114,0.805,169.861,238147
rock,grandson,Blood // Water,7clyJIrLkEbXUDwj1tC9zz,72,0.504,0.891,6,-5.632,0,0.137,0.00163,0.00199,0.148,0.628,153.988,214520
rock,Bon Jovi,Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,83,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,249293
rock,Creedence Clearwater Revival,Have You Ever Seen The Rain,5DnT9a5IM3eMjKgXTWVJvi,72,0.743,0.47,0,-13.154,1,0.029,0.0936,3.15e-05,0.186,0.89,116.122,160333
rock,alt-J,Breezeblocks,3n69hLUdIsSa1WlRmjMZlW,73,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071,227080
rock,AC/DC,You Shook Me All Night Long,2SiXAy7TuUkycRVbbWDEpo,80,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173
